# table produced by DamageProfiler
# using mapped file PaA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	58
+	31	47
+	32	21
+	33	22
+	34	14
+	35	14
+	36	16
+	37	9
+	38	9
+	39	7
+	40	19
+	41	8
+	42	8
+	43	9
+	44	11
+	45	6
+	46	13
+	47	5
+	48	10
+	49	6
+	50	9
+	51	6
+	52	6
+	53	5
+	54	6
+	55	6
+	56	10
+	57	4
+	58	9
+	60	5
+	61	3
+	62	2
+	63	4
+	64	4
+	65	4
+	66	2
+	67	4
+	68	1
+	69	3
+	70	3
+	71	1
+	72	4
+	73	4
+	74	1
+	75	3
+	77	3
+	79	1
+	80	4
+	81	3
+	82	4
+	83	1
+	84	2
+	86	2
+	87	1
+	88	1
+	89	3
+	90	2
+	91	1
-	30	71
-	31	37
-	32	19
-	33	19
-	34	15
-	35	15
-	36	14
-	37	10
-	38	9
-	39	8
-	40	16
-	41	5
-	42	14
-	43	15
-	44	4
-	45	7
-	46	12
-	47	12
-	48	6
-	49	3
-	50	5
-	51	4
-	52	4
-	53	10
-	54	3
-	55	2
-	56	4
-	57	8
-	58	2
-	59	3
-	60	6
-	61	2
-	62	2
-	63	3
-	64	7
-	65	5
-	66	3
-	67	7
-	68	3
-	69	2
-	70	2
-	71	1
-	72	3
-	73	4
-	74	2
-	75	6
-	77	4
-	78	1
-	79	3
-	80	1
-	82	2
-	83	1
-	84	1
-	85	2
-	87	1
-	88	1
-	90	2
