# table produced by DamageProfiler
# using mapped file PcA018.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA018.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	451
+	31	424
+	32	394
+	33	380
+	34	423
+	35	393
+	36	438
+	37	398
+	38	429
+	39	427
+	40	394
+	41	467
+	42	390
+	43	454
+	44	443
+	45	398
+	46	386
+	47	391
+	48	387
+	49	360
+	50	347
+	51	333
+	52	353
+	53	312
+	54	326
+	55	317
+	56	269
+	57	248
+	58	274
+	59	274
+	60	232
+	61	249
+	62	252
+	63	196
+	64	185
+	65	176
+	66	191
+	67	186
+	68	162
+	69	153
+	70	157
+	71	145
+	72	170
+	73	141
+	74	105
+	75	94
+	76	93
+	77	110
+	78	112
+	79	102
+	80	90
+	81	68
+	82	78
+	83	74
+	84	69
+	85	63
+	86	52
+	87	58
+	88	52
+	89	46
+	90	58
+	91	42
-	30	504
-	31	369
-	32	362
-	33	364
-	34	357
-	35	390
-	36	397
-	37	419
-	38	393
-	39	446
-	40	460
-	41	455
-	42	400
-	43	425
-	44	385
-	45	401
-	46	408
-	47	359
-	48	362
-	49	375
-	50	357
-	51	368
-	52	345
-	53	313
-	54	306
-	55	282
-	56	273
-	57	267
-	58	230
-	59	228
-	60	256
-	61	227
-	62	219
-	63	215
-	64	192
-	65	172
-	66	183
-	67	160
-	68	146
-	69	145
-	70	131
-	71	140
-	72	148
-	73	115
-	74	114
-	75	106
-	76	105
-	77	108
-	78	101
-	79	86
-	80	85
-	81	85
-	82	74
-	83	66
-	84	73
-	85	48
-	86	65
-	87	69
-	88	48
-	89	44
-	90	47
-	91	39
