# table produced by DamageProfiler
# using mapped file ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_008.bam
# Sample ID: ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_008.bam
pos	5pC>T
1	0.007874015748031496
2	0.006756756756756757
3	0.005952380952380952
4	0.01948051948051948
5	0.015037593984962405
6	0.015151515151515152
7	0.019867549668874173
8	0.0
9	0.018292682926829267
10	0.027586206896551724
11	0.015384615384615385
12	0.0189873417721519
13	0.014285714285714285
14	0.020134228187919462
15	0.014598540145985401
16	0.0064516129032258064
17	0.006944444444444444
18	0.0
19	0.006578947368421052
20	0.041379310344827586
21	0.012658227848101266
22	0.02112676056338028
23	0.006944444444444444
24	0.02142857142857143
25	0.0136986301369863
