# table produced by DamageProfiler
# using mapped file ScA037.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA037.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	130
+	31	92
+	32	68
+	33	78
+	34	78
+	35	66
+	36	56
+	37	50
+	38	46
+	39	45
+	40	44
+	41	24
+	42	30
+	43	25
+	44	16
+	45	18
+	46	23
+	47	14
+	48	12
+	49	14
+	50	14
+	51	11
+	52	7
+	53	8
+	54	6
+	55	4
+	56	6
+	57	2
+	58	5
+	60	6
+	62	5
+	63	3
+	67	1
+	68	3
+	70	1
+	71	2
+	72	1
+	76	1
+	79	2
-	30	141
-	31	96
-	32	80
-	33	52
-	34	69
-	35	58
-	36	55
-	37	65
-	38	61
-	39	47
-	40	41
-	41	32
-	42	35
-	43	39
-	44	19
-	45	19
-	46	20
-	47	12
-	48	12
-	49	13
-	50	12
-	51	6
-	52	9
-	53	11
-	54	8
-	55	7
-	56	3
-	57	4
-	58	6
-	59	2
-	60	2
-	61	1
-	62	1
-	63	1
-	64	1
-	65	1
-	66	1
-	67	2
-	69	1
-	70	1
-	74	1
-	76	1
-	77	3
-	78	1
-	87	1
