# table produced by DamageProfiler
# using mapped file ToA028.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA028.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.12381071607411116
2	0.01439073987173471
3	0.006693074716568775
4	0.005605979711692472
5	0.00605245460659045
6	0.005659614607195796
7	0.006099290780141844
8	0.004770854416654619
9	0.0046282904252241824
10	0.004665629860031105
11	0.0040418118466898955
12	0.0035063113604488078
13	0.004059350503919373
14	0.0025935025935025936
15	0.0034741523068371315
16	0.004712404712404712
17	0.004076468934495361
18	0.003627232142857143
19	0.004104160769883952
20	0.003888348840438828
21	0.0038540949759119066
22	0.004349656236845798
23	0.00465444287729196
24	0.004794134235758601
25	0.0036455412226584407
