# table produced by DamageProfiler
# using mapped file ToA028.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA028.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	593
+	31	498
+	32	447
+	33	468
+	34	454
+	35	472
+	36	476
+	37	471
+	38	517
+	39	506
+	40	594
+	41	528
+	42	548
+	43	522
+	44	519
+	45	498
+	46	479
+	47	435
+	48	486
+	49	475
+	50	443
+	51	464
+	52	448
+	53	388
+	54	363
+	55	352
+	56	341
+	57	308
+	58	312
+	59	353
+	60	283
+	61	295
+	62	285
+	63	288
+	64	244
+	65	237
+	66	235
+	67	222
+	68	208
+	69	227
+	70	181
+	71	203
+	72	184
+	73	212
+	74	146
+	75	130
+	76	138
+	77	121
+	78	138
+	79	122
+	80	98
+	81	112
+	82	108
+	83	92
+	84	102
+	85	98
+	86	75
+	87	89
+	88	68
+	89	74
+	90	73
+	91	48
-	30	528
-	31	475
-	32	425
-	33	440
-	34	467
-	35	433
-	36	497
-	37	506
-	38	469
-	39	561
-	40	510
-	41	535
-	42	551
-	43	543
-	44	506
-	45	483
-	46	467
-	47	443
-	48	452
-	49	446
-	50	415
-	51	452
-	52	418
-	53	369
-	54	390
-	55	355
-	56	320
-	57	303
-	58	268
-	59	287
-	60	283
-	61	273
-	62	278
-	63	223
-	64	260
-	65	215
-	66	224
-	67	195
-	68	186
-	69	186
-	70	167
-	71	234
-	72	167
-	73	146
-	74	147
-	75	128
-	76	127
-	77	136
-	78	122
-	79	128
-	80	122
-	81	107
-	82	97
-	83	110
-	84	111
-	85	84
-	86	76
-	87	93
-	88	79
-	89	74
-	90	69
-	91	63
