# table produced by DamageProfiler
# using mapped file RmA035.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA035.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	218
+	31	173
+	32	117
+	33	94
+	34	101
+	35	80
+	36	89
+	37	90
+	38	94
+	39	80
+	40	87
+	41	98
+	42	84
+	43	79
+	44	57
+	45	80
+	46	66
+	47	70
+	48	51
+	49	58
+	50	60
+	51	52
+	52	44
+	53	47
+	54	55
+	55	50
+	56	23
+	57	32
+	58	32
+	59	29
+	60	27
+	61	34
+	62	31
+	63	18
+	64	19
+	65	22
+	66	22
+	67	18
+	68	15
+	69	9
+	70	15
+	71	13
+	72	11
+	73	10
+	74	11
+	75	12
+	76	10
+	77	7
+	78	10
+	79	10
+	80	7
+	81	11
+	82	4
+	83	6
+	84	4
+	85	6
+	86	3
+	87	8
+	88	6
+	89	6
+	90	3
+	91	5
-	30	218
-	31	117
-	32	109
-	33	100
-	34	87
-	35	76
-	36	64
-	37	119
-	38	85
-	39	86
-	40	98
-	41	93
-	42	83
-	43	87
-	44	73
-	45	75
-	46	65
-	47	55
-	48	72
-	49	51
-	50	58
-	51	58
-	52	53
-	53	46
-	54	36
-	55	33
-	56	37
-	57	42
-	58	31
-	59	42
-	60	18
-	61	26
-	62	25
-	63	34
-	64	28
-	65	24
-	66	15
-	67	17
-	68	14
-	69	16
-	70	14
-	71	14
-	72	13
-	73	5
-	74	15
-	75	14
-	76	7
-	77	11
-	78	4
-	79	9
-	80	11
-	81	6
-	82	3
-	83	5
-	84	10
-	85	4
-	86	4
-	87	5
-	88	2
-	89	7
-	90	2
-	91	5
