# table produced by DamageProfiler
# using mapped file ScA034.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA034.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.051086956521739134
2	0.015638207945900255
3	0.00903954802259887
4	0.00584339696143358
5	0.006993006993006993
6	0.007882882882882882
7	0.0059594755661501785
8	0.006716712761754247
9	0.004182509505703422
10	0.0061068702290076335
11	0.004192073170731708
12	0.007050092764378479
13	0.007972665148063782
14	0.006503442999234889
15	0.005580357142857143
16	0.006012777151446824
17	0.004887218045112782
18	0.006622516556291391
19	0.005639097744360902
20	0.006273062730627306
21	0.0086271567891973
22	0.008298755186721992
23	0.008894044856921888
24	0.007111813512445673
25	0.008155339805825243
