# table produced by DamageProfiler
# using mapped file RmA009.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA009.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.03770742798142916
2	0.016975456846844424
3	0.009187630440650739
4	0.006278549661363795
5	0.0049231905841591725
6	0.00442012617805125
7	0.004152002982328337
8	0.004154334415005527
9	0.0037532671941656994
10	0.003358652587608971
11	0.003514228940956741
12	0.003314717693650667
13	0.0032900463043553946
14	0.0031721078097434016
15	0.003045632151828077
16	0.0031595796506367875
17	0.003098716246126605
18	0.0033153348106687197
19	0.003003694439502245
20	0.003042786581172237
21	0.003133363341044617
22	0.003173600140424785
23	0.0032536515928167226
24	0.0034141046291757127
25	0.0031472807564751864
