# table produced by DamageProfiler
# using mapped file PaA005.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA005.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	19
+	31	14
+	32	10
+	33	1
+	35	2
+	38	1
+	40	1
+	41	1
+	42	1
+	45	1
+	46	1
+	47	2
+	48	2
+	49	1
+	50	1
+	53	1
+	55	1
+	57	3
+	63	2
+	65	1
+	66	1
+	70	1
+	74	1
+	76	1
+	78	1
+	84	2
+	86	1
+	90	1
+	91	1
+	97	1
+	99	1
+	100	1
+	102	1
+	103	1
+	109	1
+	112	1
+	123	1
+	128	1
+	133	1
+	181	1
-	30	30
-	31	13
-	32	5
-	33	6
-	35	3
-	36	1
-	37	1
-	38	1
-	39	1
-	40	1
-	43	1
-	44	1
-	45	4
-	48	4
-	49	2
-	54	2
-	57	1
-	59	1
-	63	1
-	64	1
-	65	1
-	66	1
-	70	1
-	72	1
-	74	1
-	78	1
-	79	1
-	81	1
-	84	1
-	86	2
-	88	1
-	92	1
-	93	1
-	98	1
-	100	3
-	107	1
-	110	1
-	111	1
-	113	1
-	117	1
-	134	1
-	137	1
-	140	1
-	151	1
-	157	1
