# table produced by DamageProfiler
# using mapped file RmA039.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA039.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.030595813204508857
2	0.019801980198019802
3	0.008680555555555556
4	0.0017921146953405018
5	0.0051813471502590676
6	0.006825938566552901
7	0.00338409475465313
8	0.005545286506469501
9	0.003656307129798903
10	0.007067137809187279
11	0.0067226890756302525
12	0.0035335689045936395
13	0.0033333333333333335
14	0.008976660682226212
15	0.001718213058419244
16	0.0035714285714285713
17	0.0034965034965034965
18	0.009900990099009901
19	0.010327022375215147
20	0.0035460992907801418
21	0.008445945945945946
22	0.005385996409335727
23	0.007366482504604052
24	0.004739336492890996
25	0.005084745762711864
