# table produced by DamageProfiler
# using mapped file RmA039.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA039.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	157
+	31	111
+	32	64
+	33	49
+	34	48
+	35	33
+	36	50
+	37	41
+	38	57
+	39	54
+	40	51
+	41	38
+	42	38
+	43	43
+	44	55
+	45	40
+	46	34
+	47	37
+	48	30
+	49	38
+	50	38
+	51	21
+	52	28
+	53	30
+	54	32
+	55	27
+	56	21
+	57	19
+	58	16
+	59	18
+	60	19
+	61	15
+	62	20
+	63	13
+	64	9
+	65	11
+	66	15
+	67	9
+	68	11
+	69	10
+	70	9
+	71	7
+	72	8
+	73	8
+	74	8
+	75	7
+	76	6
+	77	4
+	78	6
+	79	4
+	80	4
+	81	8
+	82	6
+	83	4
+	84	7
+	85	1
+	86	1
+	87	4
+	88	1
+	89	1
+	90	2
+	91	5
-	30	141
-	31	76
-	32	53
-	33	54
-	34	40
-	35	49
-	36	63
-	37	31
-	38	48
-	39	40
-	40	48
-	41	38
-	42	44
-	43	51
-	44	48
-	45	37
-	46	39
-	47	34
-	48	32
-	49	31
-	50	22
-	51	38
-	52	25
-	53	26
-	54	24
-	55	31
-	56	26
-	57	15
-	58	12
-	59	22
-	60	22
-	61	18
-	62	18
-	63	15
-	64	10
-	65	14
-	66	12
-	67	4
-	68	10
-	69	11
-	70	7
-	71	6
-	72	7
-	73	3
-	74	7
-	75	10
-	76	6
-	77	2
-	78	4
-	79	3
-	80	6
-	81	3
-	82	2
-	83	5
-	84	9
-	86	5
-	87	7
-	88	2
-	89	3
-	90	5
-	91	3
