# table produced by DamageProfiler
# using mapped file ToA005.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA005.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	178
+	31	147
+	32	140
+	33	120
+	34	120
+	35	99
+	36	104
+	37	83
+	38	63
+	39	56
+	40	63
+	41	52
+	42	32
+	43	29
+	44	41
+	45	27
+	46	26
+	47	18
+	48	15
+	49	12
+	50	8
+	51	14
+	52	16
+	53	17
+	54	12
+	55	6
+	56	7
+	57	7
+	58	5
+	59	3
+	60	3
+	61	2
+	62	3
+	64	2
+	65	1
+	66	1
+	67	3
+	69	1
+	70	1
+	71	1
+	75	3
+	76	2
+	80	1
+	81	1
+	84	1
+	86	1
+	90	1
+	91	1
+	95	1
+	111	1
+	124	1
+	151	1
+	158	1
-	30	154
-	31	135
-	32	126
-	33	92
-	34	107
-	35	106
-	36	96
-	37	79
-	38	70
-	39	67
-	40	60
-	41	46
-	42	47
-	43	33
-	44	41
-	45	26
-	46	20
-	47	19
-	48	27
-	49	15
-	50	12
-	51	14
-	52	17
-	53	5
-	54	9
-	55	9
-	56	8
-	57	6
-	58	3
-	59	8
-	60	3
-	61	2
-	62	5
-	63	1
-	64	1
-	65	1
-	66	1
-	67	2
-	68	2
-	69	1
-	71	2
-	72	1
-	73	2
-	74	1
-	75	1
-	76	1
-	77	1
-	78	1
-	83	1
-	94	3
-	100	1
-	101	1
-	106	1
-	112	1
-	151	1
-	166	1
