# table produced by DamageProfiler
# using mapped file ToA005.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA005.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.08067940552016985
2	0.021235521235521235
3	0.015126050420168067
4	0.005
5	0.0037105751391465678
6	0.008928571428571428
7	0.0032258064516129032
8	0.0035971223021582736
9	0.00718132854578097
10	0.0
11	0.0
12	0.0
13	0.0017271157167530224
14	0.0034662045060658577
15	0.0017825311942959
16	0.0036231884057971015
17	0.007462686567164179
18	0.007142857142857143
19	0.003703703703703704
20	0.003838771593090211
21	0.007272727272727273
22	0.007233273056057866
23	0.003703703703703704
24	0.007476635514018692
25	0.007168458781362007
