# table produced by DamageProfiler
# using mapped file RmA008.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA008.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.012868410128684102
2	0.008531383302864107
3	0.004773691654879774
4	0.005135470161147512
5	0.0034812880765883376
6	0.0036101083032490976
7	0.0030735852467908154
8	0.002339391758142883
9	0.0026800071466857246
10	0.0045207956600361665
11	0.003075809661660937
12	0.0021571094733057704
13	0.0030286834135043648
14	0.0019524316648917288
15	0.0028388928317956
16	0.0019635844341306676
17	0.0025134649910233393
18	0.0016286644951140066
19	0.002312344361437211
20	0.002635740643120717
21	0.0033474277660324172
22	0.003342128408091469
23	0.0019583407512907248
24	0.0012748133309051174
25	0.0036694041586580466
