# table produced by DamageProfiler
# using mapped file PcA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	189
+	31	80
+	32	47
+	33	24
+	34	22
+	35	16
+	36	16
+	37	14
+	38	14
+	39	22
+	40	21
+	41	23
+	42	18
+	43	23
+	44	11
+	45	24
+	46	14
+	47	19
+	48	17
+	49	14
+	50	8
+	51	13
+	52	10
+	53	12
+	54	13
+	55	8
+	56	7
+	57	10
+	58	9
+	59	4
+	60	9
+	61	4
+	62	7
+	63	6
+	64	10
+	65	12
+	66	6
+	67	6
+	68	6
+	69	11
+	71	3
+	72	6
+	73	2
+	74	3
+	75	3
+	76	5
+	77	3
+	78	3
+	79	4
+	80	2
+	81	2
+	84	2
+	85	2
+	86	3
+	87	1
+	89	2
+	90	2
-	30	178
-	31	87
-	32	38
-	33	23
-	34	17
-	35	23
-	36	21
-	37	22
-	38	32
-	39	17
-	40	10
-	41	18
-	42	15
-	43	27
-	44	18
-	45	19
-	46	19
-	47	15
-	48	19
-	49	14
-	50	18
-	51	19
-	52	10
-	53	14
-	54	13
-	55	15
-	56	7
-	57	9
-	58	8
-	59	10
-	60	11
-	61	6
-	62	7
-	63	11
-	64	4
-	65	10
-	66	4
-	67	1
-	68	5
-	69	5
-	70	7
-	71	3
-	72	5
-	73	4
-	74	5
-	75	2
-	76	1
-	77	3
-	79	3
-	80	1
-	81	5
-	82	3
-	83	2
-	84	3
-	85	2
-	88	1
-	89	1
-	91	1
