# table produced by DamageProfiler
# using mapped file PcA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.02694610778443114
2	0.021739130434782608
3	0.022950819672131147
4	0.0391566265060241
5	0.03
6	0.01910828025477707
7	0.012461059190031152
8	0.03355704697986577
9	0.02181818181818182
10	0.016339869281045753
11	0.014035087719298246
12	0.018867924528301886
13	0.01812688821752266
14	0.026058631921824105
15	0.01694915254237288
16	0.026143790849673203
17	0.0196078431372549
18	0.03367003367003367
19	0.033950617283950615
20	0.01935483870967742
21	0.025179856115107913
22	0.018656716417910446
23	0.022222222222222223
24	0.046357615894039736
25	0.012903225806451613
