# table produced by DamageProfiler
# using mapped file PcA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA020.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.03608247422680412
2	0.025380710659898477
3	0.029197080291970802
4	0.023166023166023165
5	0.02197802197802198
6	0.02456140350877193
7	0.023809523809523808
8	0.019230769230769232
9	0.027210884353741496
10	0.010526315789473684
11	0.023972602739726026
12	0.01090909090909091
13	0.006993006993006993
14	0.02364864864864865
15	0.02027027027027027
16	0.02214022140221402
17	0.01557632398753894
18	0.028368794326241134
19	0.023890784982935155
20	0.00974025974025974
21	0.014388489208633094
22	0.028469750889679714
23	0.017793594306049824
24	0.03367003367003367
25	0.03870967741935484
