# table produced by DamageProfiler
# using mapped file ScA030.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA030.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.04162543703410515
2	0.010447676292686626
3	0.007118052556106495
4	0.005181703937062095
5	0.005410790662521257
6	0.00465700381978965
7	0.004666297176979601
8	0.004508944870390654
9	0.005085361423901199
10	0.0045034580124023805
11	0.004663379073756432
12	0.0037426859482349636
13	0.004013862856738692
14	0.004362433815898257
15	0.003929135239431679
16	0.004487619449870651
17	0.004307823219698984
18	0.004810413129598189
19	0.004052051909105514
20	0.004050678087080656
21	0.0038111107171978588
22	0.003718398064298041
23	0.004121540849644049
24	0.00471606464717831
25	0.00434619305682245
