# table produced by DamageProfiler
# using mapped file ScA030.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA030.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	2605
+	31	2762
+	32	2681
+	33	2853
+	34	2967
+	35	3008
+	36	2958
+	37	3044
+	38	3204
+	39	3218
+	40	3399
+	41	3440
+	42	3412
+	43	3368
+	44	3317
+	45	3258
+	46	3268
+	47	3143
+	48	3266
+	49	3125
+	50	3184
+	51	3170
+	52	3086
+	53	3045
+	54	2968
+	55	2847
+	56	2815
+	57	2761
+	58	2578
+	59	2591
+	60	2656
+	61	2494
+	62	2379
+	63	2284
+	64	2194
+	65	2147
+	66	2122
+	67	1991
+	68	1956
+	69	1910
+	70	1849
+	71	1791
+	72	1680
+	73	1612
+	74	1660
+	75	1564
+	76	1507
+	77	1387
+	78	1315
+	79	1371
+	80	1381
+	81	1220
+	82	1187
+	83	1179
+	84	1101
+	85	1029
+	86	1046
+	87	996
+	88	1003
+	89	871
+	90	878
+	91	795
-	30	2608
-	31	2651
-	32	2756
-	33	2763
-	34	2843
-	35	2953
-	36	3075
-	37	3109
-	38	3338
-	39	3322
-	40	3332
-	41	3467
-	42	3495
-	43	3426
-	44	3307
-	45	3283
-	46	3196
-	47	3278
-	48	3189
-	49	3255
-	50	3129
-	51	3144
-	52	3030
-	53	2958
-	54	2984
-	55	2844
-	56	2697
-	57	2666
-	58	2521
-	59	2650
-	60	2558
-	61	2585
-	62	2336
-	63	2381
-	64	2285
-	65	2231
-	66	2069
-	67	2135
-	68	2032
-	69	1912
-	70	1870
-	71	1784
-	72	1717
-	73	1703
-	74	1557
-	75	1500
-	76	1484
-	77	1420
-	78	1391
-	79	1340
-	80	1300
-	81	1256
-	82	1211
-	83	1162
-	84	1086
-	85	1081
-	86	944
-	87	1007
-	88	900
-	89	850
-	90	886
-	91	784
