# table produced by DamageProfiler
# using mapped file PaA011.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_090.bam
# Sample ID: PaA011.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_090.bam
pos	3pG>A
1	0.025
2	0.045454545454545456
3	0.05405405405405406
4	0.0
5	0.023809523809523808
6	0.02564102564102564
7	0.047619047619047616
8	0.06666666666666667
9	0.029411764705882353
10	0.02857142857142857
11	0.027777777777777776
12	0.034482758620689655
13	0.0
14	0.0425531914893617
15	0.023809523809523808
16	0.05263157894736842
17	0.05555555555555555
18	0.0
19	0.034482758620689655
20	0.02857142857142857
21	0.046511627906976744
22	0.07317073170731707
23	0.08888888888888889
24	0.027777777777777776
25	0.0
